Geostat_Mu_K,Geostat_Mu_Ss,Geostat_Rho,Phys_Perc_Betti0,Phys_Perc_Backbone,Phys_Perc_Tortuosity,Geostat_Corr_Ss
-11.511462674659429,-7.813129391786742,-0.543724786180562,0.006218866798092,0.6650580531215602,1.0,12.296989753369097
-7.229729494981386,-5.38098638133344,-0.739337485233615,65.83292392460247,0.0024751089856406,1.0174563591022443,14.839015555566997
-9.033471719695438,-9.870428603343589,0.7479197104744622,0.006218866798092,0.5260725990510009,1.2244389027431422,16.068517529338656
-8.332231760218551,-9.34575047097127,-0.3651910812136175,0.006218866798092,0.5353760237809466,1.0074812967581048,68.56921152505784
-2.332812724710566,-9.29053812647236,-0.4495719642334121,0.006218866798092,0.5370115857488449,1.0947630922693268,39.55516971544462
-7.820807300122662,-9.545128034955823,-0.2355744834112513,0.006218866798092,0.5489331534007873,1.112219451371571,3.9937792494188447
-9.84766867123538,-8.688318474590433,0.3805794720620294,0.0310943339904602,0.1728534026529685,1.0748129675810474,16.804841121771304
-9.885248956116747,-7.481013586553155,0.0456269498525385,0.006218866798092,0.50831151547565,1.0,34.27811159665989
-9.517017113665595,-5.839659413635701,0.7711661891689359,28.96126267871468,0.1842277100266789,1.0149625935162094,22.34003179664221
-6.10854452690046,-4.410585299548875,-0.071111847724792,65.66501452105398,0.0021579467789379,1.0099750623441397,9.600813784550656
-6.643361856454739,-7.304883793004294,-0.7234082262986061,0.006218866798092,0.6163829826928937,1.0,59.7319854751413
-4.574280406067063,-5.242374660405578,-0.2576153541419497,62.5120490544213,0.0038183842140285,1.0149625935162094,37.73553191010277
-7.073794593131643,-4.482173420509277,0.2261598880606132,0.006218866798092,0.6706488143730449,1.0448877805486283,53.88483255818232
-11.15787128026152,-5.138324339255391,0.5039333770843692,66.77197281111435,0.0029850560630841,1.0249376558603491,55.59274318483459
-9.962609660300904,-4.124821717553834,-0.2607437293448481,0.006218866798092,0.5608609399195279,1.0523690773067331,2.7086360330864423
-11.277115405735907,-4.109014109464983,0.1395578147835179,0.006218866798092,0.5129134769062381,1.1845386533665836,32.77247865088525
-5.5313827976488845,-9.808280991880862,-0.9294901934773044,0.006218866798092,0.4968998949011511,1.0,47.74040501255286
-4.505731003911055,-7.212401078865891,0.2177201141462041,0.006218866798092,0.5042319388561016,1.0,67.63585526104012
-10.414625913593536,-9.278098055999132,0.6960480967529348,0.0124377335961841,0.4943874727147219,1.0299251870324189,6.068112031239
-2.90425778007058,-5.1832900660717645,-0.7661828601577421,66.7346596103258,0.0029042107947089,1.0349127182044888,27.126077665938325
-5.013858669563039,-4.068087508143083,-0.2824769062018786,67.00207088264376,0.0027860523255452,1.0498753117206985,48.05230212690017
-11.687151396240733,-4.0967527559717976,-0.9954228660227163,0.0248754671923682,0.3374730256652632,1.087281795511222,60.87756000518964
-4.063569907181494,-5.323571854097176,-0.8833756150383809,0.006218866798092,0.4454698664809298,1.172069825436409,11.111185634722904
-4.315536901405213,-5.437635089331044,0.756701507432167,0.006218866798092,0.6517310215732489,1.0523690773067331,11.753988694305717
-10.206271591725733,-6.326302723702145,0.3784075095260824,66.24336913327654,0.0021766033793322,1.0249376558603491,46.14678865365111
-8.623177156201635,-9.689200696204688,0.4518683401783214,0.0684075347790125,0.2139103612539723,1.0972568578553616,50.227158842515806
-9.85763398424211,-9.38234315318202,0.7425347586195916,0.006218866798092,0.5290079041797003,1.0,23.044257719592693
-7.008095043549934,-8.53252766919176,0.4567137045741833,0.2300980715294059,0.2617023525973097,1.14713216957606,59.533541912469325
-4.8751579326041945,-7.299171753035909,0.487302028703894,0.006218866798092,0.5534418318294041,1.0,44.37894086582895
-2.2802397369592367,-5.678771394354935,-0.8078065596053572,0.0124377335961841,0.3440898999384332,1.0,10.455441160976536
-9.921251047437371,-7.732721229970215,-0.0809693700423608,0.006218866798092,0.3745063774479014,1.0,23.29123866347479
-5.680003601223571,-4.684249765543687,-0.8177921626974252,66.51078040559449,0.0032959994029887,1.0249376558603491,53.035705678656406
