idx,Geostat_Mu_K,Geostat_Mu_Ss,Geostat_Corr_Ss,Geostat_Rho,Phys_Perc_Betti0,Phys_Perc_Backbone,Phys_Perc_Tortuosity,Target_LogTau_q,Target_LogTau_h
0,-11.511462674659429,-7.813129391786742,12.296989753369095,-0.543724786180562,0.0062188667980920525,0.6650580531215602,1.0,1.0931791022561477,1.7380617841412105
1,-7.229729494981386,-5.38098638133344,14.839015555566997,-0.739337485233615,65.83292392460247,0.0024751089856406366,1.0174563591022443,1.125626887962579,1.746790139685075
2,-9.033471719695438,-9.870428603343587,16.068517529338656,0.7479197104744622,0.0062188667980920525,0.5260725990510009,1.2244389027431422,0.9868173523654868,1.7684574574549132
3,-8.332231760218551,-9.34575047097127,68.56921152505784,-0.36519108121361754,0.0062188667980920525,0.5353760237809466,1.0074812967581048,0.7431575103076935,1.2452643529642564
4,-2.332812724710566,-9.29053812647236,39.55516971544462,-0.44957196423341217,0.0062188667980920525,0.5370115857488449,1.0947630922693268,0.9373316274832856,1.130297273592316
5,-7.820807300122662,-9.545128034955825,3.9937792494188447,-0.2355744834112513,0.0062188667980920525,0.5489331534007873,1.112219451371571,0.9906208131878124,1.6826775994485348
6,-9.847668671235379,-8.688318474590433,16.804841121771304,0.38057947206202947,0.031094333990460257,0.17285340265296859,1.0748129675810474,1.0449243244471895,1.7504082989223666
7,-9.885248956116747,-7.481013586553155,34.27811159665989,0.04562694985253857,0.0062188667980920525,0.50831151547565,1.0,1.011352270638087,1.7282538809364636
8,-9.517017113665597,-5.839659413635701,22.340031796642215,0.7711661891689359,28.961262678714682,0.18422771002667893,1.0149625935162094,1.0076498062097337,1.7262642739305345
9,-6.10854452690046,-4.410585299548875,9.600813784550656,-0.07111184772479207,65.66501452105398,0.002157946778937942,1.0099750623441397,0.968141214461406,1.7621261973471525
10,-6.643361856454739,-7.304883793004294,59.7319854751413,-0.7234082262986061,0.0062188667980920525,0.6163829826928937,1.0,0.9587080121383322,1.7285325885219316
11,-4.5742804060670625,-5.242374660405578,37.73553191010277,-0.2576153541419497,62.512049054421304,0.00381838421402852,1.0149625935162094,0.9309592322747344,1.6078352918394885
12,-7.073794593131643,-4.482173420509277,53.88483255818232,0.22615988806061327,0.0062188667980920525,0.6706488143730449,1.0448877805486285,0.9846015415789644,1.7248859338714466
13,-11.157871280261519,-5.138324339255391,55.59274318483459,0.5039333770843692,66.77197281111435,0.002985056063084185,1.0249376558603491,1.1419058182100428,1.7739360006811185
14,-9.962609660300904,-4.124821717553834,2.7086360330864423,-0.26074372934484813,0.0062188667980920525,0.5608609399195279,1.0523690773067331,1.497541139338655,1.9890171663785328
15,-11.277115405735909,-4.109014109464983,32.77247865088525,0.13955781478351792,0.0062188667980920525,0.5129134769062381,1.1845386533665836,1.413783706951564,1.9007635345540392
16,-5.5313827976488845,-9.808280991880862,47.74040501255286,-0.9294901934773043,0.0062188667980920525,0.4968998949011511,1.0,0.7475434238534694,1.1646223356129652
17,-4.505731003911055,-7.212401078865891,67.63585526104012,0.21772011414620418,0.0062188667980920525,0.5042319388561016,1.0,0.8680093001346219,1.4247753173435016
18,-10.414625913593536,-9.278098055999132,6.068112031239,0.6960480967529348,0.012437733596184105,0.49438747271472194,1.0299251870324189,0.953474952072209,1.635141222941825
19,-2.90425778007058,-5.1832900660717645,27.126077665938325,-0.7661828601577421,66.7346596103258,0.0029042107947089882,1.0349127182044888,0.930440643116269,1.630204631042401
20,-5.013858669563039,-4.068087508143083,48.05230212690017,-0.2824769062018786,67.00207088264376,0.002786052325545239,1.0498753117206983,0.9560229569019548,1.71697499221669
21,-11.687151396240733,-4.0967527559717976,60.877560005189636,-0.9954228660227163,0.02487546719236821,0.33747302566526327,1.087281795511222,1.2309878056600156,1.6152838986233864
22,-4.063569907181494,-5.323571854097176,11.111185634722903,-0.8833756150383809,0.0062188667980920525,0.44546986648092984,1.172069825436409,0.9062942120100432,1.4472559573997916
23,-4.315536901405213,-5.437635089331044,11.753988694305715,0.756701507432167,0.0062188667980920525,0.6517310215732489,1.0523690773067331,0.953396820481324,1.6764192321997864
24,-10.206271591725733,-6.326302723702145,46.14678865365111,0.3784075095260824,66.24336913327654,0.002176603379332218,1.0249376558603491,1.039810422728163,1.6976820421286638
25,-8.623177156201635,-9.689200696204688,50.227158842515806,0.45186834017832145,0.06840753477901257,0.2139103612539723,1.0972568578553616,0.9491168703715456,1.881832770350804
26,-9.85763398424211,-9.382343153182019,23.044257719592693,0.7425347586195916,0.0062188667980920525,0.5290079041797003,1.0,0.9623700004280188,1.7113042503062177
27,-7.008095043549934,-8.53252766919176,59.533541912469325,0.45671370457418337,0.23009807152940592,0.26170235259730973,1.14713216957606,0.9573494077014904,1.843398436809432
28,-4.8751579326041945,-7.299171753035909,44.378940865828945,0.48730202870389405,0.0062188667980920525,0.5534418318294041,1.0,0.9176107916044968,1.3506987259428365
29,-2.2802397369592367,-5.678771394354935,10.455441160976536,-0.8078065596053572,0.012437733596184105,0.3440898999384332,1.0,0.87645121878845,1.6901915901918605
30,-9.921251047437371,-7.732721229970215,23.29123866347479,-0.08096937004236082,0.0062188667980920525,0.37450637744790144,1.0,1.0290157637688373,1.7435543226411356
31,-5.680003601223571,-4.684249765543687,53.035705678656406,-0.8177921626974252,66.51078040559449,0.0032959994029887873,1.0249376558603491,0.9673801250096488,1.7302825121158436
32,-6.096967108240039,-7.646753113577498,24.53579647451813,-0.5401567673154448,0.0062188667980920525,0.4521551482888788,1.0,1.0283295540871764,1.6961470090487063
33,-7.804932789514718,-9.788032166537667,32.11047440357597,-0.05369473334580044,67.5182368268854,0.002139290178543666,1.0448877805486285,0.8663351943561135,1.567931356128394
34,-2.26037480679328,-4.271054188883237,3.4531589795808735,0.8872514956702569,0.0062188667980920525,0.6278692296689697,1.114713216957606,0.9371575562316748,1.8099633079267643
35,-6.145727907732101,-7.286692898728196,6.7952058552125045,-0.4176913183531896,0.0062188667980920525,0.48867233412727534,1.0,1.0361842022075076,1.7396721054244395
36,-4.695843443832249,-8.8880055351867,4.008203102987821,-0.2795620920617701,0.0062188667980920525,0.5442690033022183,1.1072319201995013,0.7188677836562453,1.142865134578237
37,-3.5979441169179474,-5.210506096842838,60.716258935612125,-0.4076014494229253,0.0062188667980920525,0.43277715934602395,1.0,0.9670549958243684,1.6994759233743708
38,-6.389235359811657,-9.956689120276387,52.184255092672345,-0.727770475555374,0.012437733596184105,0.8776127014135484,1.0,0.671328383359224,1.1993447076515231
39,-11.206160164317701,-4.408495154097216,61.087558316155416,0.4868552654526279,0.0062188667980920525,0.556072412484997,1.0,1.652333659007078,2.01153449819817
40,-2.722538552014006,-5.920428455599291,25.105772356221593,0.7341565923640907,0.0062188667980920525,0.5021734939459331,1.0,0.9153604149780248,2.324524808890196
41,-5.073403021790163,-6.400038952071618,33.50250155120352,-0.3934989839283536,0.012437733596184105,0.401228848079303,1.2718204488778055,0.9672538781811274,1.7091322203993289
42,-5.215944425089306,-8.343532765563873,14.78568630320042,-0.4062126485838734,66.61028227436397,0.00218282224613031,1.032418952618454,0.9287799162932588,1.601257951061017
43,-5.261624890236855,-7.167014788827261,39.54034631515143,-0.6825588844708883,0.08706413517328872,0.07063388909272952,1.0374064837905237,1.029833247024711,1.6851574513227745
44,-3.2281892798813985,-6.942751649319208,57.21804208666801,0.38353071600410726,0.0062188667980920525,0.5662837917674641,1.1820448877805487,0.6280794954628104,1.3794573158457373
45,-4.8869834020019685,-4.955019200730914,26.401891218392763,0.3685725966924547,24.31576918053992,0.01998121902226976,1.0074812967581048,1.0152025563320597,1.7102118174884942
46,-10.126627503887693,-9.060827097616775,32.31872556932703,0.20686892342887453,66.14386726450707,0.0027114259239681346,1.0249376558603491,1.108251864961868,1.7823859377095743
47,-3.502636902318965,-7.927804227343174,16.40077035552105,0.172837389767716,0.012437733596184105,0.5387217741183201,1.201995012468828,0.8909494430487404,1.1484141451919512
48,-3.1740374534293014,-5.390137919658269,18.52423382665758,0.22567246121612028,0.04975093438473642,0.5601146759037569,1.032418952618454,0.9738454941380118,1.668459423534588
49,-2.660313571274738,-8.82580643251761,16.353259751267174,-0.1950146846808649,0.0062188667980920525,0.5032058258344164,1.087281795511222,0.507954744403736,0.6485431026165441
50,-8.012621409720564,-9.398947751496975,68.57915444793522,0.14581445297527829,0.0062188667980920525,0.45225465015764826,1.0,0.8738737967690716,1.3992998233537586
51,-6.7215760015339026,-8.554359505445973,33.307997066787294,-0.3590154050736374,0.0062188667980920525,0.5310041604218879,1.1620947630922693,0.8498338007651908,2.080898334217274
52,-8.40302678562458,-7.7017411536937095,56.52388501112442,0.04842874294429467,0.0062188667980920525,0.5781120764174352,1.144638403990025,0.9392286722838848,1.6146956557344794
53,-3.6530156608613424,-7.427018482204279,38.239797474588606,-0.7831879514316716,66.5045615387964,0.0027425202579585946,1.0399002493765586,0.9991071314243104,1.7271408692338026
54,-11.97888748231393,-7.214281597760248,35.180405445258266,-0.7057213005251862,0.0062188667980920525,0.6032860492161118,1.0423940149625934,1.106416525457363,1.6191618859285757
55,-4.441488804361774,-4.045437020098675,34.71563263090953,-0.9012962851006863,0.0062188667980920525,0.48993476408728803,1.0498753117206983,0.9632569997684204,1.6916524010298866
56,-6.354061927768241,-6.7982199230155125,8.561867440525548,-0.5452642131326231,66.36774646923837,0.0019651619081970883,1.0299251870324189,0.9948870392297748,1.6845986498442105
57,-11.438333371883338,-5.82934842526463,16.720669171747517,0.5309105085061565,66.69112754273917,0.0022201354469188624,1.0473815461346634,1.4296990034634711,1.816481628078764
58,-10.820039089427699,-6.0429834650152845,62.53198519445937,-0.1582000141090284,0.0062188667980920525,0.48928800194028643,1.0773067331670823,1.013317545521094,1.6891155813462737
59,-2.570715296259044,-8.571811429181142,17.978661121556847,-0.0612829192344686,0.0062188667980920525,0.5720300246889012,1.0,1.0370444227271145,1.611447523822365
60,-6.3615423247967335,-7.749687967104535,30.265676097503807,0.5424310886407455,0.012437733596184105,0.4847917612452659,1.0049875311720697,0.7020218247263746,1.5056741564534584
61,-4.423518208040834,-5.55948348332117,43.87119900204996,-0.6150715506577207,0.0062188667980920525,0.49283275601519894,1.084788029925187,0.984177265603719,1.712363282029398
62,-7.12887061158377,-8.768478777231545,56.15222767961093,0.23908615806288447,0.0062188667980920525,0.5783421744889646,1.0,0.9475210870459688,1.6600979718096904
63,-2.016158122879137,-4.7864271697764345,24.997501765514272,0.013195880920368497,0.0062188667980920525,0.4888464623976219,1.0947630922693268,1.194843682941069,1.5393700081324893
64,-10.417193483931978,-8.21629565869214,36.4905067696995,-0.7221020806167209,0.0062188667980920525,0.5535910846325582,1.0,1.1272172644111826,1.5350900481102925
65,-10.430934533666482,-4.803028003163204,9.849613146680447,0.02975342633213285,0.0062188667980920525,0.5069184893128774,1.0,0.9789502415058516,1.6826777827954518
66,-9.260033640251232,-7.252998694242087,59.85509900297548,-0.09874048813011471,0.0062188667980920525,0.6821039670151305,1.0,1.0900993083571775,1.740373958327891
67,-10.061378091454623,-9.47056422722662,54.43259129725363,-0.6240675911643121,0.018656600394276156,0.396701513050292,1.0,0.9624848628745394,1.8226237133736904
68,-2.560883799791929,-6.329678683057876,63.7698399941832,-0.5988655975167221,0.04353206758664436,0.10708888626314512,1.0698254364089776,0.8122740637426998,1.3282480462735955
69,-8.351691198242339,-7.918404917058657,38.294933626068605,-0.3953790126148058,21.871754528889745,0.011529779043662664,1.0,1.1115456003277462,1.7641658561595244
70,-6.330776810579323,-6.377114656430123,47.22369710326936,0.21147728864347504,0.0062188667980920525,0.5522975603385551,1.0423940149625934,0.9904350846139368,1.658106156806498
71,-3.995938827897824,-8.357388589789693,31.131668086573153,-0.9505809891346245,0.0062188667980920525,0.6184227710026678,1.0,0.825938357354926,0.8482088680798903
72,-8.770032759878283,-9.91835620163041,45.21724883505022,-0.7369051146599876,0.0062188667980920525,0.5438399014931499,1.0723192019950125,0.6593465486696384,1.0377777204933611
73,-5.152846196888951,-9.818291629584488,14.14344720758063,-0.7720787733246796,0.15547166995230127,0.8303493137480489,1.0,0.7181297008419129,0.9244755835287096
74,-10.458415924508119,-4.457995993479441,32.25446281643566,0.06579961372206933,0.0062188667980920525,0.592085870112748,1.0099750623441397,1.407887308705326,1.838905044377964
75,-2.591110701551248,-5.017785338315461,41.621380037060725,0.4843304635028327,63.102841400240045,0.0025994863216024775,1.0448877805486285,0.8806302950153501,1.603457793245006
76,-7.202246191172833,-4.488806439489867,61.1346540055296,-0.3050924843350662,0.12437733596184103,0.28990491352665715,1.1321695760598505,0.7984999596133396,1.7725282709277648
77,-10.985164642721926,-7.271065978236798,29.399542636058136,-0.936589334339218,0.012437733596184105,0.32137237952500297,1.0,0.9386807322391968,1.748015467064362
78,-3.549839474646056,-4.933220071504989,45.9409722281409,-0.8771482508060543,65.1737240440047,0.002680331589977674,1.0224438902743143,0.8701713107001511,1.5359486093719772
79,-11.032525566245983,-4.228430302657793,21.49226697006149,0.9018643221406328,0.0062188667980920525,0.46574337224270995,1.1346633416458853,1.9258231346212356,2.142842462459254
80,-4.682694613853532,-4.662697103960684,58.361913926691535,-0.28777404506266846,0.0062188667980920525,0.43571868334152153,1.0,0.9543099026734204,1.700442954753714
81,-3.616549013578833,-7.042941809370176,48.53831209222069,0.6160378550069339,0.0062188667980920525,0.40563180577235214,1.0,0.7711688911707604,2.0670139494232496
82,-6.959004437984013,-6.578345198174935,46.15634897161745,0.8934173264357432,65.85158052499673,0.003246248468604051,1.0399002493765586,0.9602219607121836,1.717780748614172
83,-7.842878890748368,-5.880376372482761,36.385493485222526,-0.7712263466086221,0.0062188667980920525,0.5824155322417149,1.1271820448877805,1.0123799860919631,1.6508226355646465
84,-3.647144792230586,-6.4167620302801724,44.56846019778061,0.9838358970485854,67.10779161821132,0.002531078786823465,1.032418952618454,0.3299885391019758,0.920630782028149
85,-5.6461246624105375,-6.4801538717189375,2.271609890036642,-0.4371280837071103,0.0062188667980920525,0.6113519194532372,1.0024937655860349,1.0104043326637853,1.5858072948558932
86,-6.2489649416195,-5.549646683874988,69.94744079014525,-0.4908059346820819,0.02487546719236821,0.2854273294320309,1.032418952618454,0.8689945346792404,1.9605780154586203
87,-6.469659368160613,-8.879549267052164,54.16385400964829,-0.06699103051356037,0.0062188667980920525,0.521551482888788,1.059850374064838,0.884580373841289,1.3053332603331642
88,-4.4372624279170685,-8.548290283836579,25.512766491722722,0.5284774043247962,66.75953507751818,0.002773614591949055,1.0349127182044888,0.1154549776340172,0.4980938245822388
89,-3.546370905398218,-8.996453324937068,6.619049391796754,-0.6461139817273074,0.0062188667980920525,0.4655692439723634,1.0,0.8860825012671497,0.9288827831997742
90,-6.135086114837904,-6.258957896853899,22.55433724398544,-0.2674227990037281,0.0062188667980920525,0.5050466104066517,1.0798004987531171,0.9155239613785892,1.4961841858291556
91,-6.694994252472617,-5.851173480305807,51.57161200069443,-0.21799000296267323,0.0062188667980920525,0.5222977469045591,1.0349127182044888,1.1080469460596576,1.5887648020072036
92,-5.346445583272723,-7.311294378423858,53.484449434997906,-0.5446625693796112,65.59038811947687,0.0021268524449474815,1.0349127182044888,0.9451232746437322,1.7266312618134376
93,-3.9771824490156718,-4.14019657238828,66.34082893091491,-0.5569665529773533,0.0062188667980920525,0.5520114924658429,1.2668329177057356,0.9964888685610735,1.7486541302874814
94,-6.313082708532151,-4.099636843612714,6.270472355574996,-0.093226879172987,0.018656600394276156,0.4644995988830915,1.032418952618454,1.0309892591936578,1.7369190259620682
95,-7.605419466547924,-5.674582531757836,5.197844752500861,-0.2122244232758892,0.0062188667980920525,0.4398480108954546,1.0,0.980663906922494,1.6976500775219625
96,-4.305104373919772,-4.381217551982672,5.741791417801575,0.2631356636278912,0.0062188667980920525,0.4424288406166628,1.0,1.0002189822708634,1.6883878960328629
97,-10.363839192604203,-9.319632250159838,55.180697416885714,-0.9705783333640646,0.0062188667980920525,0.6144986660530718,1.0,0.960262381344144,1.7203507500407598
98,-6.051601059384826,-6.561403459074123,39.61404704694142,0.2974743721451041,0.0062188667980920525,0.5021237430115484,1.1571072319201996,1.0386196283163556,1.730117930615635
99,-4.1858425439779765,-4.14979536253425,36.76598824093261,0.2513756120027666,0.018656600394276156,0.5959602241279593,1.1072319201995013,0.9758151803487314,1.7062909170519136
100,-10.616427669393719,-4.673357614295466,27.78134167182119,0.7602379897257077,42.28829422702595,0.015360600991287368,1.0024937655860349,1.2364402073782352,1.7908769184413469
101,-8.427681069048026,-7.456047923405234,32.0807526601463,0.13516017827539928,0.018656600394276156,0.24858054365333548,1.3241895261845387,1.0360419795176088,1.7509042944466218
102,-10.483107957288267,-6.820757043043113,52.0374357881942,-0.5599527918699347,0.0062188667980920525,0.5950398318418417,1.0,1.0211823325883105,1.7299813559356854
103,-3.525238727570473,-5.841212916370272,56.009515437978685,0.4563284288776679,0.0062188667980920525,0.46328691985746356,1.0,0.6416157200264423,1.1527978761927886
104,-9.650416940837886,-4.1045213003698935,42.08207058582782,-0.27746724638541975,0.0062188667980920525,0.47696842681326607,1.167082294264339,0.9989914147455072,1.7166336795532815
105,-11.562975579261483,-7.763214311371138,28.08235004295024,0.17099982033207617,0.04975093438473642,0.06554685605189023,1.1496259351620948,1.3121775979347476,1.978726401554816
106,-3.7090504452491047,-6.126041843667119,33.04882713486662,-0.22397114654246753,0.0062188667980920525,0.5149781406832047,1.0149625935162094,0.859475782633138,2.022217589347666
107,-8.910628478336609,-7.002599140503971,57.76358287366449,0.08721646190424659,0.0062188667980920525,0.551818707595102,1.0,0.9998508796098436,1.7096348786749014
108,-11.087499056189786,-8.119525279321847,23.002361365906623,-0.13447037939703632,66.88391241348002,0.003096995665449842,1.0349127182044888,0.9863454917660656,1.7438029403084947
109,-8.590373385522392,-6.139686699565451,16.753864288211233,0.058764164419143006,0.33581880709697076,0.8121653472304277,1.0,0.9727019821091558,1.7024054633046186
110,-8.549536193403705,-5.5691640665005275,49.996521225624605,-0.9198224950692699,19.30336254127773,0.5319369904416017,1.0374064837905237,1.012908328687426,1.7511967800845236
111,-5.414796454993285,-9.41821261067871,47.55338378726888,-0.34834434768364786,0.0062188667980920525,0.5369929291484505,1.0,-0.2853613468672761,0.6001831199326277
112,-9.362050316017692,-4.046418948371812,4.232929892532804,0.053572821889606326,0.012437733596184105,0.43147741618522273,1.114713216957606,1.3790702140482167,1.8544960227849128
113,-3.699657867232757,-4.053273040824765,68.74945944187617,-0.5861281736208368,0.0062188667980920525,0.45604194003768633,1.0,1.0011507704125138,1.7433696304901896
114,-8.805852458591847,-5.917187706602778,44.19563822095483,0.8859373858627027,0.0062188667980920525,0.39678235831866715,1.0,0.9867292159420886,1.7631750463032343
115,-4.477790623069936,-4.665987714642199,65.99672470883144,0.7067440404427114,0.0062188667980920525,0.8785579691668585,1.0,0.9404440706492092,1.6350304191927745
116,-3.3045539151873946,-4.916074279342337,55.885979258090984,0.02686503858734568,0.05596980118282847,0.5748098581476483,1.0174563591022443,0.8205083367407663,1.7049106258707587
117,-9.942080698261163,-9.157350890430353,18.896249636754987,-0.6558079747855732,56.69118973140715,0.003973855883980821,1.0149625935162094,0.973638290704289,1.7124426796644103
118,-8.394039630059812,-4.216236747201835,64.22014901535836,0.48623014712296864,0.0062188667980920525,0.505537900883701,1.0,1.390348482575652,1.9112905792474928
119,-11.090894268088565,-6.325889432879109,35.66913474091143,0.6507271569400581,0.0062188667980920525,0.5468000820890417,1.201995012468828,1.3602004920244222,1.939660867942694
120,-8.87445177855345,-5.95326692853628,4.3674320743799875,0.0928118005377625,67.03938408343231,0.002170384512534126,1.057356608478803,1.0149406341378406,1.7792279591835527
121,-3.942421251134885,-9.096650506835251,17.030260184609606,-0.5680559858404424,67.12022935180752,0.001803471371446695,1.0374064837905237,-0.121000215895269,0.0062443543766911
122,-5.162637387120602,-5.999615507734645,20.844232544904095,0.5284819082969137,0.0062188667980920525,0.548783900597633,1.4064837905236909,0.9035716549387508,1.570500748618319
123,-4.092473553010105,-5.948444631068004,69.74572789659746,-0.5825092409118477,0.0062188667980920525,0.4998414188966486,1.0,0.920296014045408,2.0613385162762747
124,-5.195409089345907,-7.906991699998437,30.93100228418153,0.309230360233252,0.0062188667980920525,0.49415737464319254,1.0773067331670823,0.9531962890291424,1.7002027448119246
125,-10.593407249444533,-7.282150701681493,6.189068046778376,0.8544061844614967,0.0062188667980920525,0.5677452254650157,1.0,1.03687190458466,1.632552133873495
126,-3.406363890928569,-7.935098134112709,52.189396541897196,-0.8695435688979639,0.0062188667980920525,0.5067132667085403,1.1321695760598505,0.715941311262246,1.1406562589697429
127,-11.638163514471481,-7.167411189978643,2.3142822518346144,0.6611116767737715,0.012437733596184105,0.5567627066995852,1.0,1.2001712550724215,1.7869651192169322
128,-11.446491102679307,-5.80143528186238,47.414296891774775,-0.5942873354433746,67.79186696600145,0.001809690238244787,1.057356608478803,1.116218302616112,1.7066281419134488
129,-5.6989098965188925,-5.759838984336386,6.49599550969358,-0.6432783861842861,0.0062188667980920525,0.5051212368082288,1.0,1.0514464311579976,1.6791392759126518
130,-3.030280460038595,-8.946162624570368,42.696165012883675,-0.5461972280091276,0.7960149501557827,0.018327000453977275,1.0049875311720697,-0.1178571751265332,0.5283898885677508
